,CODICE COMPLESSO,DENOMINAZIONE COMPLESSO,CODICE EDIFICIO,DENOMINAZIONE EDIFICIO,INDIRIZZO,CIVICO,COMUNE,CONDOMINIO,full_address,lat,lon
141,100046,CHIESA ROSSA,10004602,GIOVANOLA ANTONIO 1-11 (VIA),VIA GIOVANOLA ANTONIO,11,MILANO,SI,VIA GIOVANOLA ANTONIO 11 MILANO,45.4292188,9.1723123
142,100046,CHIESA ROSSA,10004603,S. GIACOMO 4 (VIA),VIA SAN GIACOMO,4,MILANO,SI,VIA SAN GIACOMO 4 MILANO,45.4294097,9.1729199
143,100046,CHIESA ROSSA,10004604,GIOVANOLA ANTONIO 13-27 (VIA),VIA GIOVANOLA ANTONIO,21,MILANO,SI,VIA GIOVANOLA ANTONIO 21 MILANO,45.4286933,9.1719685
144,100046,CHIESA ROSSA,10004605,S. GIACOMO 6 - 22 (VIA),VIA SAN GIACOMO,22,MILANO,SI,VIA SAN GIACOMO 22 MILANO,45.4279923,9.1726144
145,100046,CHIESA ROSSA,10004606,S. GIACOMO 24 - 30 (VIA),VIA SAN GIACOMO,24 - 30,MILANO,SI,VIA SAN GIACOMO 24 - 30 MILANO,45.4283152,9.1731323
146,100046,CHIESA ROSSA,10004607,BOIFAVA PIETRO 1-3 (VIA),VIA BOIFAVA PIETRO,1 - 3,MILANO,SI,VIA BOIFAVA PIETRO 1 - 3 MILANO,45.4269549,9.1733038
147,100046,CHIESA ROSSA,10004608,BOIFAVA PIETRO 5-15 (VIA),VIA BOIFAVA PIETRO,5,MILANO,SI,VIA BOIFAVA PIETRO 5 MILANO,45.4272267,9.171698
148,100046,CHIESA ROSSA,10004609,S. GIACOMO 32 (VIA),VIA SAN GIACOMO,32/A,MILANO,SI,VIA SAN GIACOMO 32/A MILANO,45.4283152,9.1731323
149,100046,CHIESA ROSSA,10004610,S. TERESA 52 - 64 (VIA),VIA SANTA TERESA,52 - 64,MILANO,SI,VIA SANTA TERESA 52 - 64 MILANO,45.4286826,9.1755405
150,100046,CHIESA ROSSA,10004611,S. TERESA 50 (VIA),VIA SANTA TERESA,50,MILANO,SI,VIA SANTA TERESA 50 MILANO,45.4293795,9.1744178
151,100046,CHIESA ROSSA,10004612,S. TERESA 2 - 8 (VIA),VIA SANTA TERESA,2/A,MILANO,SI,VIA SANTA TERESA 2/A MILANO,45.4286826,9.1755405
152,100046,CHIESA ROSSA,10004613,S. TERESA 48 (VIA),VIA SANTA TERESA,48,MILANO,SI,VIA SANTA TERESA 48 MILANO,45.4291497,9.1748163
153,100046,CHIESA ROSSA,10004614,S. TERESA 10 - 30 (VIA),VIA SANTA TERESA,14,MILANO,SI,VIA SANTA TERESA 14 MILANO,45.4287421,9.1751662
154,100046,CHIESA ROSSA,10004615,"BEATO PADRE PIO DA PIETRALCINA, 12 - 16 (VIA)",VIA BEATO PADRE PIO DA PIETRELCINA,14,MILANO,SI,VIA BEATO PADRE PIO DA PIETRELCINA 14 MILANO,45.4287335,9.1744617
155,100046,CHIESA ROSSA,10004616,"BEATO PADRE PIO DA PIETRALCINA, 2-4-6-8-10 (VIA)",VIA BEATO PADRE PIO DA PIETRELCINA,2-4-6-8-10,MILANO,SI,VIA BEATO PADRE PIO DA PIETRELCINA 2-4-6-8-10 MILANO,45.4283273,9.1744087
156,100046,CHIESA ROSSA,10004617,BOIFAVA PIETRO 2-4-6 (VIA),VIA BOIFAVA PIETRO,4/A,MILANO,SI,VIA BOIFAVA PIETRO 4/A MILANO,45.4269549,9.1733038
157,100046,CHIESA ROSSA,10004618,BOIFAVA PIETRO 8-20 (VIA),VIA BOIFAVA PIETRO,8/A,MILANO,SI,VIA BOIFAVA PIETRO 8/A MILANO,45.4269549,9.1733038
158,100046,CHIESA ROSSA,10004619,BOIFAVA PIETRO 22-30 (VIA),VIA BOIFAVA PIETRO,28,MILANO,SI,VIA BOIFAVA PIETRO 28 MILANO,45.4262229,9.173369
159,100046,CHIESA ROSSA,10004620,BOIFAVA PIETRO 32-42 (VIA),VIA BOIFAVA PIETRO,32 - 42,MILANO,SI,VIA BOIFAVA PIETRO 32 - 42 MILANO,45.4269549,9.1733038
160,100046,CHIESA ROSSA,10004621,BOIFAVA PIETRO 44-50 (VIA),VIA BOIFAVA PIETRO,44,MILANO,SI,VIA BOIFAVA PIETRO 44 MILANO,45.4269549,9.1733038
161,100046,CHIESA ROSSA,10004622,S. ABBONDIO 1-3-5-7-9 (VIA),VIA SANT'ABBONDIO,7,MILANO,SI,VIA SANT'ABBONDIO 7 MILANO,45.4256979,9.170978
162,100046,CHIESA ROSSA,10004623,S. ABBONDIO 19-21-23-25 VIA),VIA SANT'ABBONDIO,19-21-23-2,MILANO,SI,VIA SANT'ABBONDIO 19-21-23-2 MILANO,,
163,100046,CHIESA ROSSA,10004624,S. ABBONDIO 17 (VIA),VIA SANT'ABBONDIO,17,MILANO,SI,VIA SANT'ABBONDIO 17 MILANO,45.4255854,9.1728137
164,100046,CHIESA ROSSA,10004625,S. ABBONDIO 15 (VIA),VIA SANT'ABBONDIO,15,MILANO,SI,VIA SANT'ABBONDIO 15 MILANO,45.4256979,9.170978
165,100046,CHIESA ROSSA,10004626,S. ABBONDIO 11-13 (VIA),VIA SANT'ABBONDIO,11 - 13,MILANO,SI,VIA SANT'ABBONDIO 11 - 13 MILANO,45.4256979,9.170978
166,100046,CHIESA ROSSA,10004627,BOIFAVA PIETRO 10 (VIA),VIA BOIFAVA PIETRO,10,MILANO,SI,VIA BOIFAVA PIETRO 10 MILANO,45.4267278,9.172039
167,100046,CHIESA ROSSA,10004628,BOIFAVA PIETRO 62-66 (VIA),VIA BOIFAVA PIETRO,62,MILANO,SI,VIA BOIFAVA PIETRO 62 MILANO,45.4269549,9.1733038
168,100046,CHIESA ROSSA,10004629,BOIFAVA PIETRO 54-60 (VIA),VIA BOIFAVA PIETRO,54,MILANO,SI,VIA BOIFAVA PIETRO 54 MILANO,45.426739,9.1758071
169,100046,CHIESA ROSSA,10004630,BOIFAVA PIETRO 72-84 (VIA),VIA BOIFAVA PIETRO,72/A,MILANO,SI,VIA BOIFAVA PIETRO 72/A MILANO,45.4269549,9.1733038
170,100046,CHIESA ROSSA,10004631,BOIFAVA PIETRO 68-70,VIA BOIFAVA PIETRO,70,MILANO,SI,VIA BOIFAVA PIETRO 70 MILANO,45.4269549,9.1733038
171,100046,CHIESA ROSSA,10004632,S. ABBONDIO 35 (VIA),VIA SANT'ABBONDIO,35,MILANO,SI,VIA SANT'ABBONDIO 35 MILANO,45.4256979,9.170978
172,100046,CHIESA ROSSA,10004633,S. ABBONDIO 33 (VIA),VIA SANT'ABBONDIO,33,MILANO,SI,VIA SANT'ABBONDIO 33 MILANO,45.4256979,9.170978
173,100046,CHIESA ROSSA,10004634,S. ABBONDIO 37 - 45 (VIA),VIA SANT'ABBONDIO,37 - 45,MILANO,SI,VIA SANT'ABBONDIO 37 - 45 MILANO,45.4256979,9.170978
174,100046,CHIESA ROSSA,10004635,S. ABBONDIO 47 - 59 (VIA),VIA SANT'ABBONDIO,47 - 59,MILANO,SI,VIA SANT'ABBONDIO 47 - 59 MILANO,45.4256979,9.170978
175,100046,CHIESA ROSSA,10004636,S. ABBONDIO 14 (VIA),VIA SANT'ABBONDIO,14,MILANO,SI,VIA SANT'ABBONDIO 14 MILANO,45.4256979,9.170978
176,100046,CHIESA ROSSA,10004637,S. ABBONDIO 16 (VIA),VIA SANT'ABBONDIO,16,MILANO,SI,VIA SANT'ABBONDIO 16 MILANO,45.4256979,9.170978
177,100046,CHIESA ROSSA,10004638,S. ABBONDIO 18-24 (VIA),VIA SANT'ABBONDIO,24,MILANO,SI,VIA SANT'ABBONDIO 24 MILANO,45.4256979,9.170978
178,100046,CHIESA ROSSA,10004639,S. ABBONDIO 34-36-38-40 (VIA),VIA SANT'ABBONDIO,38,MILANO,SI,VIA SANT'ABBONDIO 38 MILANO,45.4256979,9.170978
179,100046,CHIESA ROSSA,10004640,S. ABBONDIO 26 - 32 (VIA),VIA SANT'ABBONDIO,26/A,MILANO,SI,VIA SANT'ABBONDIO 26/A MILANO,45.4256979,9.170978
180,100046,CHIESA ROSSA,10004641,S. ABBONDIO 44-46-48 (VIA),VIA SANT'ABBONDIO,44,MILANO,SI,VIA SANT'ABBONDIO 44 MILANO,45.4256979,9.170978
181,100046,CHIESA ROSSA,10004642,S. ABBONDIO 50-52-54 (VIA),VIA SANT'ABBONDIO,50,MILANO,SI,VIA SANT'ABBONDIO 50 MILANO,45.4256979,9.170978
182,100047,BONFADINI,10004701,UNGHERIA  5 A-B-C-D VIALE,VIALE UNGHERIA,5,MILANO,SI,VIALE UNGHERIA 5 MILANO,45.4458892,9.2443223
183,100047,BONFADINI,10004702,UNGHERIA 5  E-F-G-H  VIALE,VIALE UNGHERIA,5,MILANO,SI,VIALE UNGHERIA 5 MILANO,45.4458892,9.2443223
184,100047,BONFADINI,10004703,UNGHERIA  5  I-L-M-N  VIALE,VIALE UNGHERIA,5,MILANO,SI,VIALE UNGHERIA 5 MILANO,45.4458892,9.2443223
185,100047,BONFADINI,10004704,UNGHERIA 5 O-P-Q-R  VIALE,VIALE UNGHERIA,5,MILANO,SI,VIALE UNGHERIA 5 MILANO,45.4458892,9.2443223
186,100047,BONFADINI,10004705,UNGHERIA 5  S-T-U-V  VIALE,VIALE UNGHERIA,5,MILANO,SI,VIALE UNGHERIA 5 MILANO,45.4458892,9.2443223
187,100047,BONFADINI,10004706,UNGHERIA 7 A-B-C-D (VIALE),VIALE UNGHERIA,7,MILANO,SI,VIALE UNGHERIA 7 MILANO,45.445934,9.2453135
188,100047,BONFADINI,10004707,UNGHERIA  7 E-F-G-H VIALE,VIALE UNGHERIA,7,MILANO,SI,VIALE UNGHERIA 7 MILANO,45.445934,9.2453135
189,100047,BONFADINI,10004708,UNGHERIA 7  I-L-M-N  VIALE,VIALE UNGHERIA,7,MILANO,SI,VIALE UNGHERIA 7 MILANO,45.445934,9.2453135
190,100047,BONFADINI,10004709,UNGHERIA  7 O-P-Q-R  VIALE,VIALE UNGHERIA,7,MILANO,SI,VIALE UNGHERIA 7 MILANO,45.445934,9.2453135
191,100047,BONFADINI,10004710,UNGHERIA 9 A-B-C-D VIALE,VIALE UNGHERIA,9,MILANO,SI,VIALE UNGHERIA 9 MILANO,45.4460226,9.2472588
192,100047,BONFADINI,10004711,UNGHERIA  9 E-F-G-H VIALE,VIALE UNGHERIA,9,MILANO,SI,VIALE UNGHERIA 9 MILANO,45.4460226,9.2472588
193,100047,BONFADINI,10004712,"UNGHERIA, 9 I-L-M-N (VIALE)",VIALE UNGHERIA,9,MILANO,SI,VIALE UNGHERIA 9 MILANO,45.4460226,9.2472588
194,100047,BONFADINI,10004713,"UNGHERIA, 9 O-P-Q-R (VIALE)",VIALE UNGHERIA,9,MILANO,SI,VIALE UNGHERIA 9 MILANO,45.4460226,9.2472588
195,100047,BONFADINI,10004714,UNGHERIA 11 A-B-C-D  VIALE,VIALE UNGHERIA,11,MILANO,SI,VIALE UNGHERIA 11 MILANO,45.4460684,9.2482527
196,100047,BONFADINI,10004715,UNGHERIA 11 E-F-G-H VIALE,VIALE UNGHERIA,11,MILANO,SI,VIALE UNGHERIA 11 MILANO,45.4460684,9.2482527
197,100047,BONFADINI,10004716,UNGHERIA 11  I-L-M-N  VIALE,VIALE UNGHERIA,11,MILANO,SI,VIALE UNGHERIA 11 MILANO,45.4460684,9.2482527
198,100047,BONFADINI,10004717,UNGHERIA 11 O-P-Q-R VIALE,VIALE UNGHERIA,11,MILANO,SI,VIALE UNGHERIA 11 MILANO,45.4460684,9.2482527
199,100048,ANTONINI,10004801,NEGRI ADA 2 A-B-C (VIA),VIA NEGRI ADA,2,MILANO,SI,VIA NEGRI ADA 2 MILANO,45.4376042081,9.19710061018
200,100048,ANTONINI,10004802,NEGRI ADA 2 (VIA),VIA NEGRI ADA,2,MILANO,SI,VIA NEGRI ADA 2 MILANO,45.4376042081,9.19710061018
201,100048,ANTONINI,10004803,CACCIA DOMINIONI CAMILLO 3 A-B-C (LARGO),LARGO CACCIA DOMINIONI CAMILLO,3,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 3 MILANO,45.4378371365,9.19627008626
202,100048,ANTONINI,10004804,CACCIA DOMINIONI CAMILLO 3 (LARGO),LARGO CACCIA DOMINIONI CAMILLO,3,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 3 MILANO,45.4378371365,9.19627008626
203,100048,ANTONINI,10004805,CACCIA DOMINIONI CAMILLO 1 A-B-C (LARGO),LARGO CACCIA DOMINIONI CAMILLO,1,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 1 MILANO,45.4382397522,9.19569153349
204,100048,ANTONINI,10004806,CACCIA DOMINIONI CAMILLO 1 D-E-F (LARGO),LARGO CACCIA DOMINIONI CAMILLO,1,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 1 MILANO,45.4382397522,9.19569153349
205,100048,ANTONINI,10004807,GHINI LUCA 4 A-B-C (VIA),VIA GHINI LUCA,4,MILANO,SI,VIA GHINI LUCA 4 MILANO,45.4388468,9.1959285
206,100048,ANTONINI,10004808,GHINI LUCA 4 D-E (VIA),VIA GHINI LUCA,4,MILANO,SI,VIA GHINI LUCA 4 MILANO,45.4388468,9.1959285
207,100048,ANTONINI,10004809,GHINI LUCA 4 F-G-H (VIA),VIA GHINI LUCA,4,MILANO,SI,VIA GHINI LUCA 4 MILANO,45.4388468,9.1959285
208,100048,ANTONINI,10004810,GHINI LUCA 4 I-L-M (VIA),VIA GHINI LUCA,4,MILANO,SI,VIA GHINI LUCA 4 MILANO,45.4388468,9.1959285
209,100048,ANTONINI,10004811,CACCIA DOMINIONI CAMILLO 5 A-B-C (LARGO),LARGO CACCIA DOMINIONI CAMILLO,5,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 5 MILANO,45.4377113951,9.19598287241
210,100048,ANTONINI,10004812,CACCIA DOMINIONI CAMILLO 5 D-E-F-G (LARGO),LARGO CACCIA DOMINIONI CAMILLO,5,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 5 MILANO,45.4377113951,9.19598287241
211,100048,ANTONINI,10004813,CACCIA DOMINIONI CAMILLO 7 A-B-C-D (LARGO),LARGO CACCIA DOMINIONI CAMILLO,7,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 7 MILANO,45.4377286014,9.19484163291
212,100048,ANTONINI,10004814,CACCIA DOMINIONI CAMILLO 7 E-F-G-H (LARGO),LARGO CACCIA DOMINIONI CAMILLO,7,MILANO,SI,LARGO CACCIA DOMINIONI CAMILLO 7 MILANO,45.4377286014,9.19484163291
213,100049,OMERO,10004901,OSIMO AUGUSTO 2 A-B-C-D (VIA),VIA OSIMO AUGUSTO,2,MILANO,,VIA OSIMO AUGUSTO 2 MILANO,45.4354889,9.2256409
214,100049,OMERO,10004902,OSIMO AUGUSTO 2 E-F-G-H (VIA),VIA OSIMO AUGUSTO,2,MILANO,,VIA OSIMO AUGUSTO 2 MILANO,45.4354889,9.2256409
215,100049,OMERO,10004903,OSIMO AUGUSTO 2 I-L-M-N-O (VIA),VIA OSIMO AUGUSTO,2,MILANO,,VIA OSIMO AUGUSTO 2 MILANO,45.4354889,9.2256409
216,100049,OMERO,10004904,OMERO 15 O-P-Q-R (VIALE),VIALE OMERO,15,MILANO,,VIALE OMERO 15 MILANO,45.432023,9.2242997
217,100049,OMERO,10004905,OMERO 15 S-T-U-V (VIALE),VIALE OMERO,15,MILANO,,VIALE OMERO 15 MILANO,45.432023,9.2242997
218,100049,OMERO,10004906,OMERO 15 W-X-Y-Z (VIALE),VIALE OMERO,15,MILANO,,VIALE OMERO 15 MILANO,45.432023,9.2242997
219,100049,OMERO,10004907,OMERO 15 (VIALE) - VERDE,VIALE OMERO,15,MILANO,,VIALE OMERO 15 MILANO,45.432023,9.2242997
220,100050,GABRIO ROSA,10005001,BARZONI VITTORIO 4 (VIA),VIA BARZONI VITTORIO,4,MILANO,SI,VIA BARZONI VITTORIO 4 MILANO,45.4372345,9.2273858
221,100050,GABRIO ROSA,10005002,BARZONI VITTORIO 6 (VIA) - SERVIZI,VIA BARZONI VITTORIO,6,MILANO,SI,VIA BARZONI VITTORIO 6 MILANO,45.4373796,9.2270668
222,100050,GABRIO ROSA,10005003,BARZONI VITTORIO 4 A-B-C (VIA),VIA BARZONI VITTORIO,4,MILANO,SI,VIA BARZONI VITTORIO 4 MILANO,45.4372345,9.2273858
223,100050,GABRIO ROSA,10005004,BARZONI VITTORIO 4 D-E-F (VIA),VIA BARZONI VITTORIO,4,MILANO,SI,VIA BARZONI VITTORIO 4 MILANO,45.4372345,9.2273858
224,100050,GABRIO ROSA,10005005,BARZONI VITTORIO 4 G-H-I (VIA),VIA BARZONI VITTORIO,4,MILANO,SI,VIA BARZONI VITTORIO 4 MILANO,45.4372345,9.2273858
225,100050,GABRIO ROSA,10005006,BARZONI VITTORIO 6 A-B-C (VIA),VIA BARZONI VITTORIO,6,MILANO,SI,VIA BARZONI VITTORIO 6 MILANO,45.4373796,9.2270668
226,100050,GABRIO ROSA,10005007,BARZONI VITTORIO 6 D-E-F (VIA),VIA BARZONI VITTORIO,6,MILANO,SI,VIA BARZONI VITTORIO 6 MILANO,45.4373796,9.2270668
227,100050,GABRIO ROSA,10005008,BARZONI VITTORIO 6 G (VIA),VIA BARZONI VITTORIO,6,MILANO,SI,VIA BARZONI VITTORIO 6 MILANO,45.4373796,9.2270668
228,110392,MAGOLFA,11039201,GOLA,VIA GOLA EMILIO,16/8,MILANO,SI,VIA GOLA EMILIO 16/8 MILANO,45.44952,9.1753429
229,200001,TERRAGGIO 1,20000101,TERRAGGIO 1 (VIA),VIA TERRAGGIO,1,MILANO,,VIA TERRAGGIO 1 MILANO,45.4657555,9.1764585
230,200001,TERRAGGIO 1,20000102,TERRAGGIO 5 (VIA),VIA TERRAGGIO,5,MILANO,,VIA TERRAGGIO 5 MILANO,45.4656128,9.176418
231,200001,TERRAGGIO 1,20000103,"MAGENTA, 29 (CORSO)",CORSO MAGENTA,29,MILANO,,CORSO MAGENTA 29 MILANO,45.4659474,9.1768026
232,200002,LANZONE 19,20000201,LANZONE 19 (VIA),VIA LANZONE,19,MILANO,,VIA LANZONE 19 MILANO,45.4605046,9.1773453
233,200003,STAMPA 6,20000301,STAMPA 6 (VIA),VIA STAMPA,6,MILANO,,VIA STAMPA 6 MILANO,45.4596678,9.1833137
234,200004,ZECCA VECCHIA,20000401,ZECCA VECCHIA 4 (VIA),VIA ZECCA VECCHIA,4,MILANO,,VIA ZECCA VECCHIA 4 MILANO,45.4626738,9.184427
235,200005,TROILO ETTORE 14,20000501,TROILO ETTORE 14 (VIA),VIA TROILO ETTORE,14,MILANO,,VIA TROILO ETTORE 14 MILANO,45.4463549,9.1777191
236,200006,TORRICELLI EVANGELISTA,20000601,TORRICELLI EVAN. 19 (VIA),VIA TORRICELLI EVANGELISTA,19,MILANO,,VIA TORRICELLI EVANGELISTA 19 MILANO,45.4443098706,9.17673807273
237,200007,SAINT BON SIMONE 6,20000701,SAINT BON SIMONE 6 A (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
238,200007,SAINT BON SIMONE 6,20000702,SAINT BON SIMONE 6 B (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
239,200007,SAINT BON SIMONE 6,20000703,SAINT BON SIMONE 6 C (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
240,200007,SAINT BON SIMONE 6,20000704,SAINT BON SIMONE 6 D (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
241,200007,SAINT BON SIMONE 6,20000705,SAINT BON SIMONE 6 E (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
242,200007,SAINT BON SIMONE 6,20000706,SAINT BON SIMONE 6 F (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
243,200007,SAINT BON SIMONE 6,20000707,SAINT BON SIMONE 6 G (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
244,200007,SAINT BON SIMONE 6,20000708,SAINT BON SIMONE 6 H (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
245,200007,SAINT BON SIMONE 6,20000709,SAINT BON SIMONE 6 I (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
246,200007,SAINT BON SIMONE 6,20000710,SAINT BON SIMONE 6 L (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
247,200007,SAINT BON SIMONE 6,20000711,SAINT BON SIMONE 6 M (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
248,200007,SAINT BON SIMONE 6,20000712,SAINT BON SIMONE 6 N (VIA),VIA SAINT BON SIMONE,6,MILANO,,VIA SAINT BON SIMONE 6 MILANO,45.4608618912069,9.120282854719177
249,200008,PORTA TICINESE 96,20000801,SCALDASOLE 1 (VIA),VIA SCALDASOLE,1,MILANO,,VIA SCALDASOLE 1 MILANO,45.4542062,9.1800326
250,200008,PORTA TICINESE 96,20000802,SCALDASOLE 3 (VIA),VIA SCALDASOLE,3,MILANO,,VIA SCALDASOLE 3 MILANO,45.4543436,9.1791444
251,200008,PORTA TICINESE 96,20000803,SCALDASOLE 3A (VIA),VIA SCALDASOLE,3A,MILANO,,VIA SCALDASOLE 3A MILANO,45.4542582,9.1796165
252,200008,PORTA TICINESE 96,20000804,PORTA TICINESE 96 (CORSO),CORSO DI PORTA TICINESE,96,MILANO,,CORSO DI PORTA TICINESE 96 MILANO,45.4529881,9.1802886
253,200008,PORTA TICINESE 96,20000805,PORTA TICINESE 98 (CORSO),CORSO DI PORTA TICINESE,98,MILANO,,CORSO DI PORTA TICINESE 98 MILANO,45.4538005,9.1803024
254,200009,FLEMING ALESSANDRO 6,20000901,FLEMING ALESSANDRO 6 A-H (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
255,200009,FLEMING ALESSANDRO 6,20000902,FLEMING ALESSANDRO 6 B-I (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
256,200009,FLEMING ALESSANDRO 6,20000903,FLEMING ALESSANDRO 6 C-L (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
257,200009,FLEMING ALESSANDRO 6,20000904,FLEMING ALESSANDRO 6 D-F (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
258,200009,FLEMING ALESSANDRO 6,20000905,FLEMING ALESSANDRO 6 E-N (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
259,200009,FLEMING ALESSANDRO 6,20000906,FLEMING ALESSANDRO 6 F-G (VIA),VIA FLEMING ALESSANDRO,6,MILANO,,VIA FLEMING ALESSANDRO 6 MILANO,45.4694893959,9.1210133703
260,200009,FLEMING ALESSANDRO 6,20000910,FLEMING ALESSANDRO 19 A (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
261,200009,FLEMING ALESSANDRO 6,20000911,FLEMING ALESSANDRO 19 B (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
262,200009,FLEMING ALESSANDRO 6,20000912,FLEMING ALESSANDRO 19 C (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
263,200009,FLEMING ALESSANDRO 6,20000913,FLEMING ALESSANDRO 19 D (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
264,200009,FLEMING ALESSANDRO 6,20000914,FLEMING ALESSANDRO 19 E (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
265,200009,FLEMING ALESSANDRO 6,20000915,FLEMING ALESSANDRO 19 F (VIA),VIA FLEMING ALESSANDRO,19,MILANO,,VIA FLEMING ALESSANDRO 19 MILANO,45.4690261461,9.11778713563
266,200009,FLEMING ALESSANDRO 6,20000916,PASTONCHI FRANCESCO 2 A-H (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
267,200009,FLEMING ALESSANDRO 6,20000917,PASTONCHI FRANCESCO 2 B-I (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
268,200009,FLEMING ALESSANDRO 6,20000918,PASTONCHI FRANCESCO 2 C-L (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
269,200009,FLEMING ALESSANDRO 6,20000919,PASTONCHI FRANCESCO 2 D-M (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
270,200009,FLEMING ALESSANDRO 6,20000920,PASTONCHI FRANCESCO 2 E-N (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
271,200009,FLEMING ALESSANDRO 6,20000921,PASTONCHI FRANCESCO 2 F-G (VIA),VIA PASTONCHI FRANCESCO,2,MILANO,,VIA PASTONCHI FRANCESCO 2 MILANO,45.4693995,9.1196716
272,200010,SAN MAURILIO 8/8,20001001,SAN MAURILIO 8/8 (VIA),VIA SAN MAURILIO,8/8,MILANO,,VIA SAN MAURILIO 8/8 MILANO,45.4627761,9.1830546
273,200011,ALZAIA NAVIGLIO PAVESE 192,20001101,NAVIGLIO PAVESE 192 A-E (ALZAIA),ALZAIA NAVIGLIO PAVESE,192,MILANO,,ALZAIA NAVIGLIO PAVESE 192 MILANO,45.4326442,9.173007
274,200011,ALZAIA NAVIGLIO PAVESE 192,20001102,NAVIGLIO PAVESE 192 B-F (ALZAIA),ALZAIA NAVIGLIO PAVESE,192,MILANO,,ALZAIA NAVIGLIO PAVESE 192 MILANO,45.4326442,9.173007
275,200011,ALZAIA NAVIGLIO PAVESE 192,20001103,NAVIGLIO PAVESE 192 C-G (ALZAIA),ALZAIA NAVIGLIO PAVESE,192,MILANO,,ALZAIA NAVIGLIO PAVESE 192 MILANO,45.4326442,9.173007
276,200011,ALZAIA NAVIGLIO PAVESE 192,20001104,NAVIGLIO PAVESE 192 D-H (ALZAIA),ALZAIA NAVIGLIO PAVESE,192,MILANO,,ALZAIA NAVIGLIO PAVESE 192 MILANO,45.4326442,9.173007
